,gene,validation,Biological_process,Cellular_component,Molecular_function
37372,YBL020W,Verified,ion,null,molecular_function
37373,YBL020W,Verified,ion,null,null
37374,YBL020W,Verified,null,membrane,molecular_function
37375,YBL020W,Verified,null,membrane,null
37376,YBL020W,Verified,null,endoplasm,molecular_function
37377,YBL020W,Verified,null,endoplasm,null
37378,YBL020W,Verified,null,null,molecular_function
37379,YBL020W,Verified,null,null,null
37380,YHR010W,Verified,ion,cytosol,null
37381,YHR010W,Verified,ion,ribosomal,null
37382,YHR010W,Verified,ion,null,null
37383,YHR010W,Verified,null,cytosol,null
37384,YHR010W,Verified,null,ribosomal,null
37385,YHR010W,Verified,null,null,null
37386,YCL034W,Verified,ion,cytoplasm,molecular_function
37387,YCL034W,Verified,ion,cytoplasm,null
37388,YCL034W,Verified,ion,null,molecular_function
37389,YCL034W,Verified,ion,null,null
37390,YCL034W,Verified,null,cytoplasm,molecular_function
37391,YCL034W,Verified,null,cytoplasm,null
37392,YCL034W,Verified,null,null,molecular_function
37393,YCL034W,Verified,null,null,null
37394,YNL231C,Verified,transport,null,transporter
37395,YNL231C,Verified,transport,null,null
37396,YNL231C,Verified,negative,null,transporter
37397,YNL231C,Verified,negative,null,null
37398,YNL231C,Verified,regulation,null,transporter
37399,YNL231C,Verified,regulation,null,null
37400,YNL231C,Verified,ion,null,transporter
37401,YNL231C,Verified,ion,null,null
37402,YNL231C,Verified,null,null,transporter
37403,YNL231C,Verified,null,null,null
37404,YIL024C,Uncharacterized,biological_process,cellular_component,molecular_function
37405,YIL024C,Uncharacterized,biological_process,cellular_component,null
37406,YIL024C,Uncharacterized,biological_process,null,molecular_function
37407,YIL024C,Uncharacterized,biological_process,null,null
37408,YIL024C,Uncharacterized,null,cellular_component,molecular_function
37409,YIL024C,Uncharacterized,null,cellular_component,null
37410,YIL024C,Uncharacterized,null,null,molecular_function
37411,YIL024C,Uncharacterized,null,null,null
37412,YLL021W,Verified,ion,null,kinase
37413,YLL021W,Verified,ion,null,null
37414,YLL021W,Verified,regulation,null,kinase
37415,YLL021W,Verified,regulation,null,null
37416,YLL021W,Verified,protein,null,kinase
37417,YLL021W,Verified,protein,null,null
37418,YLL021W,Verified,positive,null,kinase
37419,YLL021W,Verified,positive,null,null
37420,YLL021W,Verified,null,null,kinase
37421,YLL021W,Verified,null,null,null
37422,YOL041C,Verified,ion,nucle,null
37423,YOL041C,Verified,ion,nucleolus,null
37424,YOL041C,Verified,ion,null,null
37425,YOL041C,Verified,null,nucle,null
37426,YOL041C,Verified,null,nucleolus,null
37427,YOL041C,Verified,null,null,null
37428,YIL071C,Verified,negative,null,kinase
37429,YIL071C,Verified,negative,null,molecular_function
37430,YIL071C,Verified,negative,null,null
37431,YIL071C,Verified,regulation,null,kinase
37432,YIL071C,Verified,regulation,null,molecular_function
37433,YIL071C,Verified,regulation,null,null
37434,YIL071C,Verified,protein,null,kinase
37435,YIL071C,Verified,protein,null,molecular_function
37436,YIL071C,Verified,protein,null,null
37437,YIL071C,Verified,ion,null,kinase
37438,YIL071C,Verified,ion,null,molecular_function
37439,YIL071C,Verified,ion,null,null
37440,YIL071C,Verified,null,null,kinase
37441,YIL071C,Verified,null,null,molecular_function
37442,YIL071C,Verified,null,null,null
37443,YOL109W,Verified,ion,membrane,molecular_function
37444,YOL109W,Verified,ion,membrane,null
37445,YOL109W,Verified,ion,null,molecular_function
37446,YOL109W,Verified,ion,null,null
37447,YOL109W,Verified,null,membrane,molecular_function
37448,YOL109W,Verified,null,membrane,null
37449,YOL109W,Verified,null,null,molecular_function
37450,YOL109W,Verified,null,null,null
37451,YNR025C,Dubious,biological_process,cellular_component,molecular_function
37452,YNR025C,Dubious,biological_process,cellular_component,null
37453,YNR025C,Dubious,biological_process,null,molecular_function
37454,YNR025C,Dubious,biological_process,null,null
37455,YNR025C,Dubious,null,cellular_component,molecular_function
37456,YNR025C,Dubious,null,cellular_component,null
37457,YNR025C,Dubious,null,null,molecular_function
37458,YNR025C,Dubious,null,null,null
37459,YNR070W,Verified,transport,membrane,ATP
37460,YNR070W,Verified,transport,membrane,null
37461,YNR070W,Verified,transport,null,ATP
37462,YNR070W,Verified,transport,null,null
37463,YNR070W,Verified,null,membrane,ATP
37464,YNR070W,Verified,null,membrane,null
37465,YNR070W,Verified,null,null,ATP
37466,YNR070W,Verified,null,null,null
37467,YML130C,Verified,protein,endoplasm,null
37468,YML130C,Verified,protein,null,null
37469,YML130C,Verified,ion,endoplasm,null
37470,YML130C,Verified,ion,null,null
37471,YML130C,Verified,null,endoplasm,null
37472,YML130C,Verified,null,null,null
37473,YLR328W,Verified,null,null,null
37474,YBR228W,Verified,ion,nucle,null
37475,YBR228W,Verified,ion,null,null
37476,YBR228W,Verified,null,nucle,null
37477,YBR228W,Verified,null,null,null
37478,YNL246W,Verified,repair,nucle,histone
37479,YNL246W,Verified,repair,nucle,null
37480,YNL246W,Verified,repair,cytosol,histone
37481,YNL246W,Verified,repair,cytosol,null
37482,YNL246W,Verified,repair,null,histone
37483,YNL246W,Verified,repair,null,null
37484,YNL246W,Verified,positive,nucle,histone
37485,YNL246W,Verified,positive,nucle,null
37486,YNL246W,Verified,positive,cytosol,histone
37487,YNL246W,Verified,positive,cytosol,null
37488,YNL246W,Verified,positive,null,histone
37489,YNL246W,Verified,positive,null,null
37490,YNL246W,Verified,regulation,nucle,histone
37491,YNL246W,Verified,regulation,nucle,null
37492,YNL246W,Verified,regulation,cytosol,histone
37493,YNL246W,Verified,regulation,cytosol,null
37494,YNL246W,Verified,regulation,null,histone
37495,YNL246W,Verified,regulation,null,null
37496,YNL246W,Verified,histone,nucle,histone
37497,YNL246W,Verified,histone,nucle,null
37498,YNL246W,Verified,histone,cytosol,histone
37499,YNL246W,Verified,histone,cytosol,null
37500,YNL246W,Verified,histone,null,histone
37501,YNL246W,Verified,histone,null,null
37502,YNL246W,Verified,ion,nucle,histone
37503,YNL246W,Verified,ion,nucle,null
37504,YNL246W,Verified,ion,cytosol,histone
37505,YNL246W,Verified,ion,cytosol,null
37506,YNL246W,Verified,ion,null,histone
37507,YNL246W,Verified,ion,null,null
37508,YNL246W,Verified,null,nucle,histone
37509,YNL246W,Verified,null,nucle,null
37510,YNL246W,Verified,null,cytosol,histone
37511,YNL246W,Verified,null,cytosol,null
37512,YNL246W,Verified,null,null,histone
37513,YNL246W,Verified,null,null,null
37514,YGR046W,Verified,null,mitochond,null
37515,YGR046W,Verified,null,membrane,null
37516,YGR046W,Verified,null,null,null
37517,YLR039C,Verified,transport,membrane,null
37518,YLR039C,Verified,transport,nucle,null
37519,YLR039C,Verified,transport,null,null
37520,YLR039C,Verified,protein,membrane,null
37521,YLR039C,Verified,protein,nucle,null
37522,YLR039C,Verified,protein,null,null
37523,YLR039C,Verified,null,membrane,null
37524,YLR039C,Verified,null,nucle,null
37525,YLR039C,Verified,null,null,null
37526,YNL097C,Verified,negative,null,histone
37527,YNL097C,Verified,negative,null,null
37528,YNL097C,Verified,regulation,null,histone
37529,YNL097C,Verified,regulation,null,null
37530,YNL097C,Verified,ion,null,histone
37531,YNL097C,Verified,ion,null,null
37532,YNL097C,Verified,positive,null,histone
37533,YNL097C,Verified,positive,null,null
37534,YNL097C,Verified,null,null,histone
37535,YNL097C,Verified,null,null,null
37536,YDR039C,Verified,transport,membrane,ATP
37537,YDR039C,Verified,transport,membrane,transmembrane
37538,YDR039C,Verified,transport,membrane,null
37539,YDR039C,Verified,transport,null,ATP
37540,YDR039C,Verified,transport,null,transmembrane
37541,YDR039C,Verified,transport,null,null
37542,YDR039C,Verified,ion,membrane,ATP
37543,YDR039C,Verified,ion,membrane,transmembrane
37544,YDR039C,Verified,ion,membrane,null
37545,YDR039C,Verified,ion,null,ATP
37546,YDR039C,Verified,ion,null,transmembrane
37547,YDR039C,Verified,ion,null,null
37548,YDR039C,Verified,null,membrane,ATP
37549,YDR039C,Verified,null,membrane,transmembrane
37550,YDR039C,Verified,null,membrane,null
37551,YDR039C,Verified,null,null,ATP
37552,YDR039C,Verified,null,null,transmembrane
37553,YDR039C,Verified,null,null,null
37554,YBR090C,Uncharacterized,biological_process,null,molecular_function
37555,YBR090C,Uncharacterized,biological_process,null,null
37556,YBR090C,Uncharacterized,null,null,molecular_function
37557,YBR090C,Uncharacterized,null,null,null
37558,YBR027C,Uncharacterized,biological_process,cellular_component,molecular_function
37559,YBR027C,Uncharacterized,biological_process,cellular_component,null
37560,YBR027C,Uncharacterized,biological_process,null,molecular_function
37561,YBR027C,Uncharacterized,biological_process,null,null
37562,YBR027C,Uncharacterized,null,cellular_component,molecular_function
37563,YBR027C,Uncharacterized,null,cellular_component,null
37564,YBR027C,Uncharacterized,null,null,molecular_function
37565,YBR027C,Uncharacterized,null,null,null
37566,YGL057C,Verified,biological_process,null,molecular_function
37567,YGL057C,Verified,biological_process,null,null
37568,YGL057C,Verified,null,null,molecular_function
37569,YGL057C,Verified,null,null,null
37570,YER172C,Dubious,ion,null,ATP
37571,YER172C,Dubious,ion,null,null
37572,YER172C,Dubious,null,null,ATP
37573,YER172C,Dubious,null,null,null
37574,YDL184C,Verified,ion,cytosol,null
37575,YDL184C,Verified,ion,ribosomal,null
37576,YDL184C,Verified,ion,null,null
37577,YDL184C,Verified,null,cytosol,null
37578,YDL184C,Verified,null,ribosomal,null
37579,YDL184C,Verified,null,null,null
37580,YDL046W,Verified,transport,null,molecular_function
37581,YDL046W,Verified,transport,null,null
37582,YDL046W,Verified,null,null,molecular_function
37583,YDL046W,Verified,null,null,null
37584,YLR162W,Uncharacterized,biological_process,cellular_component,molecular_function
37585,YLR162W,Uncharacterized,biological_process,cellular_component,null
37586,YLR162W,Uncharacterized,biological_process,null,molecular_function
37587,YLR162W,Uncharacterized,biological_process,null,null
37588,YLR162W,Uncharacterized,null,cellular_component,molecular_function
37589,YLR162W,Uncharacterized,null,cellular_component,null
37590,YLR162W,Uncharacterized,null,null,molecular_function
37591,YLR162W,Uncharacterized,null,null,null
37592,YKL224C,Verified,biological_process,null,molecular_function
37593,YKL224C,Verified,biological_process,null,null
37594,YKL224C,Verified,null,null,molecular_function
37595,YKL224C,Verified,null,null,null
37596,YEL058W,Verified,null,null,null
37597,YMR019W,Verified,biological_process,nucle,null
37598,YMR019W,Verified,biological_process,null,null
37599,YMR019W,Verified,null,nucle,null
37600,YMR019W,Verified,null,null,null
37601,YMR148W,Verified,biological_process,membrane,molecular_function
37602,YMR148W,Verified,biological_process,membrane,null
37603,YMR148W,Verified,biological_process,null,molecular_function
37604,YMR148W,Verified,biological_process,null,null
37605,YMR148W,Verified,null,membrane,molecular_function
37606,YMR148W,Verified,null,membrane,null
37607,YMR148W,Verified,null,null,molecular_function
37608,YMR148W,Verified,null,null,null
37609,YML047C,Verified,transport,membrane,transmembrane
37610,YML047C,Verified,transport,membrane,transporter
37611,YML047C,Verified,transport,membrane,null
37612,YML047C,Verified,transport,null,transmembrane
37613,YML047C,Verified,transport,null,transporter
37614,YML047C,Verified,transport,null,null
37615,YML047C,Verified,ion,membrane,transmembrane
37616,YML047C,Verified,ion,membrane,transporter
37617,YML047C,Verified,ion,membrane,null
37618,YML047C,Verified,ion,null,transmembrane
37619,YML047C,Verified,ion,null,transporter
37620,YML047C,Verified,ion,null,null
37621,YML047C,Verified,null,membrane,transmembrane
37622,YML047C,Verified,null,membrane,transporter
37623,YML047C,Verified,null,membrane,null
37624,YML047C,Verified,null,null,transmembrane
37625,YML047C,Verified,null,null,transporter
37626,YML047C,Verified,null,null,null
37627,YLR006C,Verified,ion,cytoplasm,kinase
37628,YLR006C,Verified,ion,cytoplasm,null
37629,YLR006C,Verified,ion,null,kinase
37630,YLR006C,Verified,ion,null,null
37631,YLR006C,Verified,positive,cytoplasm,kinase
37632,YLR006C,Verified,positive,cytoplasm,null
37633,YLR006C,Verified,positive,null,kinase
37634,YLR006C,Verified,positive,null,null
37635,YLR006C,Verified,regulation,cytoplasm,kinase
37636,YLR006C,Verified,regulation,cytoplasm,null
37637,YLR006C,Verified,regulation,null,kinase
37638,YLR006C,Verified,regulation,null,null
37639,YLR006C,Verified,protein,cytoplasm,kinase
37640,YLR006C,Verified,protein,cytoplasm,null
37641,YLR006C,Verified,protein,null,kinase
37642,YLR006C,Verified,protein,null,null
37643,YLR006C,Verified,null,cytoplasm,kinase
37644,YLR006C,Verified,null,cytoplasm,null
37645,YLR006C,Verified,null,null,kinase
37646,YLR006C,Verified,null,null,null
37647,YKR102W,Verified,ion,null,null
37648,YKR102W,Verified,protein,null,null
37649,YKR102W,Verified,null,null,null
37650,YER149C,Verified,ion,null,null
37651,YER149C,Verified,regulation,null,null
37652,YER149C,Verified,protein,null,null
37653,YER149C,Verified,positive,null,null
37654,YER149C,Verified,null,null,null
37655,YER114C,Verified,ion,null,null
37656,YER114C,Verified,protein,null,null
37657,YER114C,Verified,null,null,null
37658,YHR127W,Verified,ion,nucle,molecular_function
37659,YHR127W,Verified,ion,nucle,null
37660,YHR127W,Verified,ion,null,molecular_function
37661,YHR127W,Verified,ion,null,null
37662,YHR127W,Verified,null,nucle,molecular_function
37663,YHR127W,Verified,null,nucle,null
37664,YHR127W,Verified,null,null,molecular_function
37665,YHR127W,Verified,null,null,null
37666,YOR300W,Dubious,null,cellular_component,molecular_function
37667,YOR300W,Dubious,null,cellular_component,null
37668,YOR300W,Dubious,null,null,molecular_function
37669,YOR300W,Dubious,null,null,null
37670,YIL086C,Dubious,biological_process,cellular_component,molecular_function
37671,YIL086C,Dubious,biological_process,cellular_component,null
37672,YIL086C,Dubious,biological_process,null,molecular_function
37673,YIL086C,Dubious,biological_process,null,null
37674,YIL086C,Dubious,null,cellular_component,molecular_function
37675,YIL086C,Dubious,null,cellular_component,null
37676,YIL086C,Dubious,null,null,molecular_function
37677,YIL086C,Dubious,null,null,null
37678,YAR073W,Dubious,biological_process,cellular_component,molecular_function
37679,YAR073W,Dubious,biological_process,cellular_component,dehydrogenase
37680,YAR073W,Dubious,biological_process,cellular_component,null
37681,YAR073W,Dubious,biological_process,null,molecular_function
37682,YAR073W,Dubious,biological_process,null,dehydrogenase
37683,YAR073W,Dubious,biological_process,null,null
37684,YAR073W,Dubious,null,cellular_component,molecular_function
37685,YAR073W,Dubious,null,cellular_component,dehydrogenase
37686,YAR073W,Dubious,null,cellular_component,null
37687,YAR073W,Dubious,null,null,molecular_function
37688,YAR073W,Dubious,null,null,dehydrogenase
37689,YAR073W,Dubious,null,null,null
37690,YMR228W,Verified,ion,membrane,RNA polymerase
37691,YMR228W,Verified,ion,membrane,null
37692,YMR228W,Verified,ion,mitochond,RNA polymerase
37693,YMR228W,Verified,ion,mitochond,null
37694,YMR228W,Verified,ion,null,RNA polymerase
37695,YMR228W,Verified,ion,null,null
37696,YMR228W,Verified,null,membrane,RNA polymerase
37697,YMR228W,Verified,null,membrane,null
37698,YMR228W,Verified,null,mitochond,RNA polymerase
37699,YMR228W,Verified,null,mitochond,null
37700,YMR228W,Verified,null,null,RNA polymerase
37701,YMR228W,Verified,null,null,null
37702,YLL062C,Verified,metabolic process,null,null
37703,YLL062C,Verified,null,null,null
37704,YHL014C,Verified,biological_process,null,null
37705,YHL014C,Verified,null,null,null
37706,YER045C,Verified,positive,nucle,transcription
37707,YER045C,Verified,positive,nucle,RNA polymerase
37708,YER045C,Verified,positive,nucle,null
37709,YER045C,Verified,positive,null,transcription
37710,YER045C,Verified,positive,null,RNA polymerase
37711,YER045C,Verified,positive,null,null
37712,YER045C,Verified,regulation,nucle,transcription
37713,YER045C,Verified,regulation,nucle,RNA polymerase
37714,YER045C,Verified,regulation,nucle,null
37715,YER045C,Verified,regulation,null,transcription
37716,YER045C,Verified,regulation,null,RNA polymerase
37717,YER045C,Verified,regulation,null,null
37718,YER045C,Verified,ion,nucle,transcription
37719,YER045C,Verified,ion,nucle,RNA polymerase
37720,YER045C,Verified,ion,nucle,null
37721,YER045C,Verified,ion,null,transcription
37722,YER045C,Verified,ion,null,RNA polymerase
37723,YER045C,Verified,ion,null,null
37724,YER045C,Verified,null,nucle,transcription
37725,YER045C,Verified,null,nucle,RNA polymerase
37726,YER045C,Verified,null,nucle,null
37727,YER045C,Verified,null,null,transcription
37728,YER045C,Verified,null,null,RNA polymerase
37729,YER045C,Verified,null,null,null
37730,YMR028W,Verified,positive,cytosol,molecular_function
37731,YMR028W,Verified,positive,cytosol,null
37732,YMR028W,Verified,positive,membrane,molecular_function
37733,YMR028W,Verified,positive,membrane,null
37734,YMR028W,Verified,positive,null,molecular_function
37735,YMR028W,Verified,positive,null,null
37736,YMR028W,Verified,regulation,cytosol,molecular_function
37737,YMR028W,Verified,regulation,cytosol,null
37738,YMR028W,Verified,regulation,membrane,molecular_function
37739,YMR028W,Verified,regulation,membrane,null
37740,YMR028W,Verified,regulation,null,molecular_function
37741,YMR028W,Verified,regulation,null,null
37742,YMR028W,Verified,ion,cytosol,molecular_function
37743,YMR028W,Verified,ion,cytosol,null
37744,YMR028W,Verified,ion,membrane,molecular_function
37745,YMR028W,Verified,ion,membrane,null
37746,YMR028W,Verified,ion,null,molecular_function
37747,YMR028W,Verified,ion,null,null
37748,YMR028W,Verified,null,cytosol,molecular_function
37749,YMR028W,Verified,null,cytosol,null
37750,YMR028W,Verified,null,membrane,molecular_function
37751,YMR028W,Verified,null,membrane,null
37752,YMR028W,Verified,null,null,molecular_function
37753,YMR028W,Verified,null,null,null
37754,YLR422W,Verified,ion,mitochond,molecular_function
37755,YLR422W,Verified,ion,mitochond,null
37756,YLR422W,Verified,ion,membrane,molecular_function
37757,YLR422W,Verified,ion,membrane,null
37758,YLR422W,Verified,ion,null,molecular_function
37759,YLR422W,Verified,ion,null,null
37760,YLR422W,Verified,null,mitochond,molecular_function
37761,YLR422W,Verified,null,mitochond,null
37762,YLR422W,Verified,null,membrane,molecular_function
37763,YLR422W,Verified,null,membrane,null
37764,YLR422W,Verified,null,null,molecular_function
37765,YLR422W,Verified,null,null,null
37766,YLR093C,Verified,ion,membrane,receptor
37767,YLR093C,Verified,ion,membrane,null
37768,YLR093C,Verified,ion,null,receptor
37769,YLR093C,Verified,ion,null,null
37770,YLR093C,Verified,transport,membrane,receptor
37771,YLR093C,Verified,transport,membrane,null
37772,YLR093C,Verified,transport,null,receptor
37773,YLR093C,Verified,transport,null,null
37774,YLR093C,Verified,null,membrane,receptor
37775,YLR093C,Verified,null,membrane,null
37776,YLR093C,Verified,null,null,receptor
37777,YLR093C,Verified,null,null,null
37778,YIR031C,Verified,catabolic process,null,null
37779,YIR031C,Verified,null,null,null
37780,YKR051W,Uncharacterized,biological_process,null,molecular_function
37781,YKR051W,Uncharacterized,biological_process,null,null
37782,YKR051W,Uncharacterized,null,null,molecular_function
37783,YKR051W,Uncharacterized,null,null,null
37784,YJR030C,Uncharacterized,catabolic process,cellular_component,molecular_function
37785,YJR030C,Uncharacterized,catabolic process,cellular_component,null
37786,YJR030C,Uncharacterized,catabolic process,null,molecular_function
37787,YJR030C,Uncharacterized,catabolic process,null,null
37788,YJR030C,Uncharacterized,null,cellular_component,molecular_function
37789,YJR030C,Uncharacterized,null,cellular_component,null
37790,YJR030C,Uncharacterized,null,null,molecular_function
37791,YJR030C,Uncharacterized,null,null,null
37792,YBR297W,Verified,regulation,nucle,transcription
37793,YBR297W,Verified,regulation,nucle,null
37794,YBR297W,Verified,regulation,null,transcription
37795,YBR297W,Verified,regulation,null,null
37796,YBR297W,Verified,ion,nucle,transcription
37797,YBR297W,Verified,ion,nucle,null
37798,YBR297W,Verified,ion,null,transcription
37799,YBR297W,Verified,ion,null,null
37800,YBR297W,Verified,metabolic process,nucle,transcription
37801,YBR297W,Verified,metabolic process,nucle,null
37802,YBR297W,Verified,metabolic process,null,transcription
37803,YBR297W,Verified,metabolic process,null,null
37804,YBR297W,Verified,null,nucle,transcription
37805,YBR297W,Verified,null,nucle,null
37806,YBR297W,Verified,null,null,transcription
37807,YBR297W,Verified,null,null,null
37808,YMR030W,Uncharacterized,ion,nucle,molecular_function
37809,YMR030W,Uncharacterized,ion,nucle,null
37810,YMR030W,Uncharacterized,ion,mitochond,molecular_function
37811,YMR030W,Uncharacterized,ion,mitochond,null
37812,YMR030W,Uncharacterized,ion,null,molecular_function
37813,YMR030W,Uncharacterized,ion,null,null
37814,YMR030W,Uncharacterized,null,nucle,molecular_function
37815,YMR030W,Uncharacterized,null,nucle,null
37816,YMR030W,Uncharacterized,null,mitochond,molecular_function
37817,YMR030W,Uncharacterized,null,mitochond,null
37818,YMR030W,Uncharacterized,null,null,molecular_function
37819,YMR030W,Uncharacterized,null,null,null
37820,YDL151C,Dubious,null,cellular_component,molecular_function
37821,YDL151C,Dubious,null,cellular_component,null
37822,YDL151C,Dubious,null,null,molecular_function
37823,YDL151C,Dubious,null,null,null
37824,YGL010W,Verified,catabolic process,null,molecular_function
37825,YGL010W,Verified,catabolic process,null,null
37826,YGL010W,Verified,null,null,molecular_function
37827,YGL010W,Verified,null,null,null
37828,YMR122C,Uncharacterized,biological_process,cellular_component,molecular_function
37829,YMR122C,Uncharacterized,biological_process,cellular_component,null
37830,YMR122C,Uncharacterized,biological_process,null,molecular_function
37831,YMR122C,Uncharacterized,biological_process,null,null
37832,YMR122C,Uncharacterized,null,cellular_component,molecular_function
37833,YMR122C,Uncharacterized,null,cellular_component,null
37834,YMR122C,Uncharacterized,null,null,molecular_function
37835,YMR122C,Uncharacterized,null,null,null
37836,YDR064W,Verified,ion,cytosol,rRNA binding
37837,YDR064W,Verified,ion,cytosol,null
37838,YDR064W,Verified,ion,ribosomal,rRNA binding
37839,YDR064W,Verified,ion,ribosomal,null
37840,YDR064W,Verified,ion,null,rRNA binding
37841,YDR064W,Verified,ion,null,null
37842,YDR064W,Verified,null,cytosol,rRNA binding
37843,YDR064W,Verified,null,cytosol,null
37844,YDR064W,Verified,null,ribosomal,rRNA binding
37845,YDR064W,Verified,null,ribosomal,null
37846,YDR064W,Verified,null,null,rRNA binding
37847,YDR064W,Verified,null,null,null
37848,YMR275C,Verified,ion,cellular_component,null
37849,YMR275C,Verified,ion,membrane,null
37850,YMR275C,Verified,ion,null,null
37851,YMR275C,Verified,protein,cellular_component,null
37852,YMR275C,Verified,protein,membrane,null
37853,YMR275C,Verified,protein,null,null
37854,YMR275C,Verified,null,cellular_component,null
37855,YMR275C,Verified,null,membrane,null
37856,YMR275C,Verified,null,null,null
37857,YIL020C,Verified,null,null,null
37858,YOR192C,Uncharacterized,transport,membrane,transporter
37859,YOR192C,Uncharacterized,transport,membrane,null
37860,YOR192C,Uncharacterized,transport,null,transporter
37861,YOR192C,Uncharacterized,transport,null,null
37862,YOR192C,Uncharacterized,null,membrane,transporter
37863,YOR192C,Uncharacterized,null,membrane,null
37864,YOR192C,Uncharacterized,null,null,transporter
37865,YOR192C,Uncharacterized,null,null,null
37866,YMR202W,Verified,null,endoplasm,null
37867,YMR202W,Verified,null,null,null
37868,YKR077W,Verified,regulation,null,molecular_function
37869,YKR077W,Verified,regulation,null,null
37870,YKR077W,Verified,ion,null,molecular_function
37871,YKR077W,Verified,ion,null,null
37872,YKR077W,Verified,null,null,molecular_function
37873,YKR077W,Verified,null,null,null
37874,YDR273W,Verified,null,membrane,molecular_function
37875,YDR273W,Verified,null,membrane,null
37876,YDR273W,Verified,null,null,molecular_function
37877,YDR273W,Verified,null,null,null
37878,YPR063C,Uncharacterized,biological_process,null,molecular_function
37879,YPR063C,Uncharacterized,biological_process,null,null
37880,YPR063C,Uncharacterized,null,null,molecular_function
37881,YPR063C,Uncharacterized,null,null,null
37882,YGR231C,Verified,ion,mitochond,molecular_function
37883,YGR231C,Verified,ion,mitochond,null
37884,YGR231C,Verified,ion,membrane,molecular_function
37885,YGR231C,Verified,ion,membrane,null
37886,YGR231C,Verified,ion,null,molecular_function
37887,YGR231C,Verified,ion,null,null
37888,YGR231C,Verified,protein,mitochond,molecular_function
37889,YGR231C,Verified,protein,mitochond,null
37890,YGR231C,Verified,protein,membrane,molecular_function
37891,YGR231C,Verified,protein,membrane,null
37892,YGR231C,Verified,protein,null,molecular_function
37893,YGR231C,Verified,protein,null,null
37894,YGR231C,Verified,negative,mitochond,molecular_function
37895,YGR231C,Verified,negative,mitochond,null
37896,YGR231C,Verified,negative,membrane,molecular_function
37897,YGR231C,Verified,negative,membrane,null
37898,YGR231C,Verified,negative,null,molecular_function
37899,YGR231C,Verified,negative,null,null
37900,YGR231C,Verified,regulation,mitochond,molecular_function
37901,YGR231C,Verified,regulation,mitochond,null
37902,YGR231C,Verified,regulation,membrane,molecular_function
37903,YGR231C,Verified,regulation,membrane,null
37904,YGR231C,Verified,regulation,null,molecular_function
37905,YGR231C,Verified,regulation,null,null
37906,YGR231C,Verified,null,mitochond,molecular_function
37907,YGR231C,Verified,null,mitochond,null
37908,YGR231C,Verified,null,membrane,molecular_function
37909,YGR231C,Verified,null,membrane,null
37910,YGR231C,Verified,null,null,molecular_function
37911,YGR231C,Verified,null,null,null
37912,YEL063C,Verified,transport,membrane,transmembrane
37913,YEL063C,Verified,transport,membrane,transporter
37914,YEL063C,Verified,transport,membrane,null
37915,YEL063C,Verified,transport,null,transmembrane
37916,YEL063C,Verified,transport,null,transporter
37917,YEL063C,Verified,transport,null,null
37918,YEL063C,Verified,null,membrane,transmembrane
37919,YEL063C,Verified,null,membrane,transporter
37920,YEL063C,Verified,null,membrane,null
37921,YEL063C,Verified,null,null,transmembrane
37922,YEL063C,Verified,null,null,transporter
37923,YEL063C,Verified,null,null,null
37924,YDR454C,Verified,null,null,kinase
37925,YDR454C,Verified,null,null,null
37926,YML021C,Verified,repair,nucle,null
37927,YML021C,Verified,repair,mitochond,null
37928,YML021C,Verified,repair,null,null
37929,YML021C,Verified,null,nucle,null
37930,YML021C,Verified,null,mitochond,null
37931,YML021C,Verified,null,null,null
37932,YPR032W,Verified,transport,cytosol,null
37933,YPR032W,Verified,transport,membrane,null
37934,YPR032W,Verified,transport,null,null
37935,YPR032W,Verified,ion,cytosol,null
37936,YPR032W,Verified,ion,membrane,null
37937,YPR032W,Verified,ion,null,null
37938,YPR032W,Verified,null,cytosol,null
37939,YPR032W,Verified,null,membrane,null
37940,YPR032W,Verified,null,null,null
37941,YJR130C,Verified,metabolic process,null,null
37942,YJR130C,Verified,ion,null,null
37943,YJR130C,Verified,null,null,null
37944,YFL039C,Verified,ion,null,histone
37945,YFL039C,Verified,ion,null,null
37946,YFL039C,Verified,repair,null,histone
37947,YFL039C,Verified,repair,null,null
37948,YFL039C,Verified,protein,null,histone
37949,YFL039C,Verified,protein,null,null
37950,YFL039C,Verified,histone,null,histone
37951,YFL039C,Verified,histone,null,null
37952,YFL039C,Verified,transport,null,histone
37953,YFL039C,Verified,transport,null,null
37954,YFL039C,Verified,null,null,histone
37955,YFL039C,Verified,null,null,null
37956,YNL117W,Verified,null,cytosol,null
37957,YNL117W,Verified,null,null,null
37958,YIL052C,Verified,ion,cytosol,null
37959,YIL052C,Verified,ion,ribosomal,null
37960,YIL052C,Verified,ion,null,null
37961,YIL052C,Verified,null,cytosol,null
37962,YIL052C,Verified,null,ribosomal,null
37963,YIL052C,Verified,null,null,null
37964,YAL069W,Dubious,biological_process,cellular_component,molecular_function
37965,YAL069W,Dubious,biological_process,cellular_component,null
37966,YAL069W,Dubious,biological_process,null,molecular_function
37967,YAL069W,Dubious,biological_process,null,null
37968,YAL069W,Dubious,null,cellular_component,molecular_function
37969,YAL069W,Dubious,null,cellular_component,null
37970,YAL069W,Dubious,null,null,molecular_function
37971,YAL069W,Dubious,null,null,null
37972,YPL064C,Verified,biological_process,null,molecular_function
37973,YPL064C,Verified,biological_process,null,null
37974,YPL064C,Verified,null,null,molecular_function
37975,YPL064C,Verified,null,null,null
